//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
//Fire Warrior of Lesarkus - 84
277 - 590 -1 -1 -1 4 1 60 80 MAGE -1 -1 PASSIVE
//Thief - 14
282 - 160 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Guard - 21
296 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard - 21
297 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard - 21
298 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard - 21
299 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Ogre - 58
374 - 700 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Cow - 2
397 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Bat - 6
412 - 80 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Goblin - 5
444 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin - 5
445 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Giant rat - 3
446 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Jail guard - 26
447 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE
//Jail guard - 26
448 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE
//Jail guard - 26
449 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE
//Skeleton warlock - 11
459 - 180 -1 -1 -1 4 1 60 30 MAGE -1 -1 AGRESSIVE
//Khazard trooper - 19
475 - 220 -1 -1 -1 6 1 60 33 MELEE -1 -1 PASSIVE
//Khazard warlord - 112
477 - 1690 -1 -1 -1 5 1 60 92 MELEE -1 -1 AGRESSIVE
//Ghost - 24
491 - 200 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Grave scorpion - 12
493 - 70 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Undead one - 68
502 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Undead one - 68
504 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Undead one - 73
505 - 600 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Nazastarool - 91
507 - 1000 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Nazastarool - 68
508 - 750 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Nazastarool - 93
509 - 1100 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Fortress guard - 20
609 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Jonny the beard - 2
645 - 80 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Chronozon - 170
667 - 600 -1 -1 -1 4 1 60 180 MELEE -1 -1 AGRESSIVE
//Black demon - 172
677 - 1570 -1 -1 -1 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Tower Archer - 19
688 - 300 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE
//Tower Archer - 34
689 - 500 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE
//Tower Archer - 49
690 - 700 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE
//Tower Archer - 64
691 - 900 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE
//Angry barbarian spirit - 166
749 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE
//Enraged barbarian spirit - 166
750 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE
//Berserk barbarian spirit - 166
751 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE
//Ferocious barbarian spirit - 166
752 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE
//Melzar the Mad - 43
753 - 440 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Glophren - 100
767 - 880 -1 -1 -1 4 1 60 120 MAGE -1 -1 AGRESSIVE
//Ice Queen - 111
795 - 1050 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE
//Pirate Guard - 19
799 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Rowdy slave - 10
827 - 180 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Shantay Guard - 22
837 - 320 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Ugthanki - 42
840 - 460 -1 -1 -1 5 1 60 40 MELEE -1 -1 AGRESSIVE
//Possessed pickaxe - 50
842 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ogre chieftain - 81
852 - 600 -1 -1 -1 5 1 60 90 MELEE -1 -1 PASSIVE
//Gorad - 68
856 - 810 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Enclave guard - 83
870 - 800 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE
//Colonel Radick - 38
878 - 710 -1 -1 -1 5 1 60 40 MELEE -1 -1 PASSIVE
//Delrith - 27
879 - 70 64 65 67 4 4 60 30 MELEE -1 -1 PASSIVE
//DT Delrith
14578 - 70 64 65 67 4 4 60 30 MELEE -1 -1 PASSIVE
//Clivet - 13
893 - 250 -1 -1 -1 4 1 60 200 MELEE -1 -1 PASSIVE
//Hazeel Cultist - 13
894 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Battle mage - 54
912 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE
//Battle mage - 54
913 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE
//Battle mage - 54
914 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE
//Jail guard - 26
917 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE
//Jungle savage - 90
931 - 900 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Nezikchened - 187
934 - 1500 -1 -1 -1 4 1 60 180 MELEE -1 -1 AGRESSIVE
//Ranalph Devere - 92
938 - 1300 -1 -1 -1 4 1 60 230 MELEE -1 -1 AGRESSIVE
//Green dragon - 79
941 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Giant rat - 3
950 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Sir Jerro - 62
988 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE
//Sir Carl - 62
989 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE
//Sir Harry - 62
990 - 570 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE
//Kalrag - 89
997 - 910 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Othainian - 91
998 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Doomion - 91
999 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Holthion - 91
1000 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Disciple of Iban - 13
1002 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Spider - 1
1004 - 20 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Zamorak wizard - 65
1007 - 730 -1 -1 -1 5 1 60 200 MAGE -1 -1 AGRESSIVE
//Poison spider - 31
1009 - 640 5327 5328 5329 5 2 60 72 MELEE -1 -1 AGRESSIVE
//Chicken - 1
1017 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Rooster - 3
1018 - 70 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Fire elemental - 35
1019 - 300 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Earth elemental - 35
1020 - 350 -1 -1 -1 7 1 60 49 MELEE -1 -1 AGRESSIVE
//Air elemental - 34
1021 - 300 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Water elemental - 34
1022 - 300 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Monk of Zamorak - 22
1044 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Monk of Zamorak - 17
1045 - 100 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Monk of Zamorak - 30
1046 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Ghast - 30
1053 - 450 -1 -1 -1 5 1 60 30 MELEE -1 -1 AGRESSIVE
//Ocga - 5
1085 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Penda - 5
1087 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Hygd - 4
1088 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Ceolburg - 4
1089 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//White Knight - 36
1092 - 530 -1 -1 -1 8 1 60 60 MELEE -1 -1 PASSIVE
//Stick - 104
1096 - 1400 -1 -1 -1 7 1 60 300 MELEE -1 -1 AGRESSIVE
//Pee Hat - 91
1097 - 1260 -1 -1 -1 4 1 60 250 MELEE -1 -1 PASSIVE
//Kraka - 91
1098 - 1200 -1 -1 -1 6 1 60 233 MELEE -1 -1 AGRESSIVE
//Thrower Troll - 67
1101 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Thrower Troll - 67
1102 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Thrower Troll - 67
1103 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Thrower Troll - 67
1104 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Thrower Troll - 67
1105 - 950 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Mountain troll - 69
1106 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Mountain troll - 69
1107 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Mountain troll - 69
1108 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Mountain troll - 69
1109 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Mountain troll - 69
1110 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Mountain troll - 69
1111 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Mountain troll - 69
1112 - 900 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Troll general - 113
1115 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Troll general - 113
1116 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Troll general - 171
1117 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Troll spectator - 71
1118 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1119 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1120 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1121 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1122 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1123 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Troll spectator - 71
1124 - 900 -1 -1 -1 4 1 60 134 MELEE -1 -1 PASSIVE
//Dad - 101
1125 - 1200 -1 -1 -1 4 1 60 280 MELEE -1 -1 PASSIVE
//Berry - 71
1127 - 900 -1 -1 -1 4 1 60 120 MELEE -1 -1 PASSIVE
//Berry - 71
1129 - 900 -1 -1 -1 4 1 60 120 MELEE -1 -1 PASSIVE
//Mountain troll - 71
1138 - 910 -1 -1 -1 6 1 60 121 MELEE -1 -1 AGRESSIVE
//Kalphite Worker - 28
1153 - 400 6223 6227 6228 5 1 60 34 MELEE -1 -1 PASSIVE
//Kalphite Soldier - 85
1154 - 900 6223 6227 6229 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Kalphite Guardian - 141
1155 - 1240 6224 6227 -1 4 1 60 124 MELEE -1 -1 AGRESSIVE
//Kalphite Worker - 28
1156 - 400 6223 6227 6228 5 1 60 34 MELEE -1 -1 PASSIVE
//Kalphite Guardian - 141
1157 - 1240 6224 6232 -1 4 1 60 124 MELEE -1 -1 AGRESSIVE
//Kalphite Queen - 333
1158 - 2550 6241 6232 6242 5 2 -1 314 SPECIAL -1 -1 AGRESSIVE
//Kalphite Queen - 333
1160 - 2550 6235 6237 6233 5 4 60 314 SPECIAL -1 -1 AGRESSIVE
//The Shaikahan - 83
1172 - 1000 -1 -1 -1 5 1 60 94 MELEE -1 -1 AGRESSIVE
//Rabbit - 2
1192 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Rabbit - 2
1193 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Rabbit - 2
1194 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Grizzly bear - 42
1195 - 350 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Grizzly bear cub - 33
1196 - 350 -1 -1 -1 4 1 60 29 MELEE -1 -1 PASSIVE
//Grizzly bear cub - 36
1197 - 350 -1 -1 -1 4 1 60 29 MELEE -1 -1 PASSIVE
//Tyras guard - 110
1200 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE
//Tyras guard - 110
1203 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE
//Tyras guard - 110
1204 - 1120 -1 -1 -1 6 1 60 157 MELEE -1 -1 AGRESSIVE
//Ghoul - 42
1218 - 500 -1 -1 -1 5 1 60 70 MELEE -1 -1 AGRESSIVE
//Leech - 52
1219 - 450 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Myre Blamish Snail - 9
1227 - 80 -1 -1 -1 4 1 60 20 RANGE -1 -1 PASSIVE
//Bruise Blamish Snail - 20
1230 - 120 -1 -1 -1 4 1 60 40 RANGE -1 -1 PASSIVE
//Myre Blamish Snail - 10
1232 - 90 -1 -1 -1 4 1 60 20 RANGE -1 -1 PASSIVE
//Bruise Blamish Snail - 20
1235 - 120 -1 -1 -1 4 1 60 40 RANGE -1 -1 PASSIVE
//Loar Shadow - 40
1240 - 380 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Loar Shade - 40
1241 - 380 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Phrin Shadow - 60
1243 - 560 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Phrin Shade - 60
1244 - 560 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Riyl Shadow - 80
1245 - 740 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Riyl Shade - 80
1246 - 740 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Asyn Shadow - 100
1247 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Asyn Shade - 100
1248 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Fiyr Shadow - 120
1249 - 1100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Fiyr Shade - 120
1250 - 1100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Saradomin wizard - 108
1264 - 1200 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Rock Crab - 13
1265 - 510 -1 -1 -1 5 1 60 15 MELEE -1 -1 AGRESSIVE
//Rock Crab - 13
1267 - 510 -1 -1 -1 5 1 60 15 MELEE -1 -1 AGRESSIVE
//The Draugen - 69
1279 - 690 -1 -1 -1 4 1 60 70 MELEE -1 -1 AGRESSIVE
//Freidir - 48
1306 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Borrokar - 48
1307 - 510 -1 -1 -1 7 1 60 69 MELEE -1 -1 PASSIVE
//Lanzig - 48
1308 - 510 -1 -1 -1 4 1 60 65 MELEE -1 -1 PASSIVE
//Fox - 57
1319 - 600 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE
//Bunny - 2
1320 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Bunny - 2
1321 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Bear Cub - 15
1326 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Bear Cub - 15
1327 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 AGRESSIVE
//Unicorn Foal - 12
1328 - 150 -1 -1 -1 4 1 60 25 MELEE -1 -1 PASSIVE
//Black unicorn Foal - 22
1329 - 250 -1 -1 -1 4 1 60 32 MELEE -1 -1 PASSIVE
//Fenris wolf - 64
1330 - 690 -1 -1 -1 4 1 60 69 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
1351 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
1352 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
1353 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
1354 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
1355 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Dagannoth mother - 100
1356 - 1000 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Skraeling - 2
1367 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Skraeling - 2
1368 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Alrik - 2
1381 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Rannveig - 2
1386 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Valgerd - 2
1388 - 10 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Skraeling - 2
1389 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Broddi - 2
1390 - 10 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Skraeling - 2
1391 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Ragnvald - 2
1392 - 10 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Chicken - 1
1401 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Chicken - 1
1402 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Rooster - 2
1403 - 50 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Rabbit - 2
1404 - 50 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Duke - 149
1442 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Oipuis - 149
1443 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Uyoro - 149
1444 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Ouhai - 149
1445 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Uodai - 149
1446 - 1300 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Padulah - 149
1447 - 1330 -1 -1 -1 4 1 60 200 MELEE -1 -1 AGRESSIVE
//Monkey Archer - 86
1456 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Monkey Archer - 86
1457 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Monkey Archer - 86
1458 - 500 -1 -1 -1 4 1 60 200 RANGE -1 -1 AGRESSIVE
//Monkey Guard - 167
1459 - 1300 -1 -1 -1 5 1 60 144 MELEE -1 -1 AGRESSIVE
//Monkey Guard - 167
1460 - 1300 -1 -1 -1 5 1 60 144 MELEE -1 -1 AGRESSIVE
//Monkey Zombie - 129
1466 - 900 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Monkey Zombie - 82
1467 - 600 -1 -1 -1 4 1 60 170 MELEE -1 -1 AGRESSIVE
//Jungle demon - 195
1472 - 1700 -1 -1 -1 2 1 60 320 MELEE -1 -1 AGRESSIVE
//Spider - 1
1473 - 20 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Jungle spider - 37
1478 - 350 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Possessed pickaxe - 50
1536 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Skeletal miner - 42
1539 - 390 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Treus Dayth - 95
1540 - 1000 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Ghost - 29
1549 - 300 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Arrg - 171
1556 - 1500 -1 -1 -1 5 1 60 386 MELEE -1 -1 AGRESSIVE
//Ice wolf - 96
1558 - 700 -1 -1 -1 4 1 60 100 MELEE -1 -1 AGRESSIVE
//Ice Troll - 124
1560 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Ice Troll - 120
1562 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Ice Troll - 120
1564 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Ice Troll - 120
1565 - 1000 -1 -1 -1 4 1 60 250 MELEE -1 -1 AGRESSIVE
//Skeleton Hellhound - 97
1575 - 950 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1582 - 1110 -1 -1 -1 6 1 60 116 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1583 - 1110 -1 -1 -1 6 1 60 116 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1584 - 1110 -1 -1 -1 6 1 60 116 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1585 - 1110 -1 -1 -1 6 1 60 116 MELEE -1 -1 AGRESSIVE
//Fire giant - 86
1586 - 1110 -1 -1 -1 6 1 60 116 MELEE -1 -1 AGRESSIVE
//Moss giant - 42
1587 - 600 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Moss giant - 42
1588 - 600 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Baby red dragon - 48
1589 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Bronze dragon - 131
1590 - 1220 13158 13163 13159 5 1 60 123 SPECIAL -1 -1 AGRESSIVE
//Iron dragon - 189
1591 - 1650 13158 13163 13159 5 1 60 203 SPECIAL -1 -1 AGRESSIVE
//Steel dragon - 246
1592 - 2100 13158 13163 13159 5 1 60 225 SPECIAL -1 -1 AGRESSIVE
//Wild dog - 63
1593 - 620 -1 -1 -1 5 1 60 68 MELEE -1 -1 AGRESSIVE
//Wild dog - 63
1594 - 620 -1 -1 -1 5 1 60 68 MELEE -1 -1 AGRESSIVE
//Cave crawler - 23
1600 - 220 -1 -1 -1 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Cave crawler - 23
1601 - 220 -1 -1 -1 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Cave crawler - 23
1602 - 220 -1 -1 -1 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Cave crawler - 23
1603 - 220 -1 -1 -1 4 1 60 32 MELEE -1 -1 AGRESSIVE
//Aberrant spectre - 96
1604 - 900 -1 -1 -1 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Aberrant spectre - 96
1605 - 900 -1 -1 -1 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Aberrant spectre - 96
1606 - 900 -1 -1 -1 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Aberrant spectre - 96
1607 - 900 -1 -1 -1 5 1 60 119 MAGE -1 -1 AGRESSIVE
//Kurask - 106
1608 - 970 -1 -1 -1 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Kurask - 106
1609 - 970 -1 -1 -1 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Gargoyle - 111
1610 - 1050 -1 -1 -1 5 1 60 119 MELEE -1 -1 AGRESSIVE
//Swarming turoth - 89
1611 - 100 -1 -1 -1 4 1 60 110 MELEE -1 -1 AGRESSIVE
//Banshee - 23
1612 - 220 -1 -1 -1 5 1 60 29 MELEE -1 -1 PASSIVE
//Nechryael - 115
1613 - 1050 -1 -1 -1 5 1 60 119 MELEE -1 -1 PASSIVE
//Death spawn - 46
1614 - 600 -1 -1 -1 5 1 60 50 MELEE -1 -1 AGRESSIVE
//Abyssal demon - 124
1615 - 1500 -1 -1 -1 5 1 60 82 MELEE -1 -1 PASSIVE
//Basilisk - 61
1616 - 750 -1 -1 -1 5 1 60 59 MELEE -1 -1 PASSIVE
//Basilisk - 61
1617 - 750 -1 -1 -1 5 1 60 59 MELEE -1 -1 PASSIVE
//Bloodveld - 76
1618 - 1200 -1 -1 -1 5 1 60 59 MELEE -1 -1 PASSIVE
//Bloodveld - 76
1619 - 1200 -1 -1 -1 5 1 60 59 MELEE -1 -1 PASSIVE
//Cockatrice - 37
1620 - 370 -1 -1 -1 5 1 60 51 MELEE -1 -1 PASSIVE
//Turoth - 89
1623 - 810 -1 -1 -1 5 1 60 97 MELEE -1 -1 PASSIVE
//Dust devil - 93
1624 - 1050 -1 -1 -1 5 1 60 90 MELEE -1 -1 PASSIVE
//Turoth - 87
1626 - 790 -1 -1 -1 5 1 60 97 MELEE -1 -1 PASSIVE
//Turoth - 85
1627 - 770 -1 -1 -1 5 1 60 97 MELEE -1 -1 PASSIVE
//Turoth - 83
1628 - 760 -1 -1 -1 5 1 60 97 MELEE -1 -1 PASSIVE
//Turoth - 88
1629 - 800 -1 -1 -1 5 1 60 97 MELEE -1 -1 PASSIVE
//Turoth - 88
1630 - 800 -1 -1 -1 5 1 60 97 MELEE -1 -1 PASSIVE
//Rockslug - 29
1631 - 270 -1 -1 -1 4 1 60 41 MELEE -1 -1 PASSIVE
//Rockslug - 29
1632 - 270 -1 -1 -1 4 1 60 41 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
1633 - 450 -1 -1 -1 4 1 60 44 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
1634 - 450 -1 -1 -1 4 1 60 44 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
1635 - 450 -1 -1 -1 4 1 60 44 MELEE -1 -1 PASSIVE
//Pyrefiend - 43
1636 - 450 -1 -1 -1 4 1 60 44 MELEE -1 -1 PASSIVE
//Jelly - 78
1637 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1638 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
1639 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 PASSIVE
//Jelly - 78
